"ID","Ressource","Type","Player","Team","Quantite","ContainerID","Unit","Marchand","Marchandise","Prix10","AV","Max"
"3917","Pierre","","Main","","0","","","","","","",""
"3918","Spiritueux","","Sasquash","","22","","","","","","",""
"3919","Chevrons de construction","","Samael","","31","","","","","","",""
"3920","Cuir vivant","","Maryl","","8","","","","","","",""
"3921","Metal","","Gunther","","138","","","","","","",""
"3922","Bois","","Sourire","","11","","","","","","",""
"3923","Cuir","","Sourire","","5","","","","","","",""
"3924","Metal","","Sourire","","6","","","","","","",""
"3925","Papier","","Merewenn","","20","","","","","","",""
"3930","Engrenages","","Sourire","","0","","","","","","",""
"3931","Grain","","Sourire","","3","","","","","","",""
"3932","Pain","","Sourire","","3","","","","","","",""
"3933","Charbon","","Sourire","","1","","","","","","",""
"3935","Epices","","Brumor","","9","","","","","","",""
"3936","Cadavres frais","","Plum","","3","","","","","","",""
"3937","Cigares de Mikaron","","Plum","","2","","","","","","",""
"3938","Engrenages","","Plum","","3","","","","","","",""
"3939","Epices","","Plum","","0","","","","","","",""
"3940","Spiritueux","","Plum","","1","","","","","","",""
"3941","Voile","","Plum","","0","","","","","","",""
"3942","Cigares de Mikaron","","Gobniu","","0","","","","","","",""
"3943","Engrenages","","Gobniu","","0","","","","","","",""
"3944","Epices","","Gobniu","","0","","","","","","",""
"3945","Voile","","Gobniu","","0","","","","","","",""
"3949","Poupee de Ramauk","","Calias","","2","","","","","","",""
"3954","Poupee de Ramauk","","Weisman","","5","","","","","","",""
"3955","Cadavres frais","","Vittel","","13","","","","","","",""
"3973","Choucroute de Kholf","","Carderon","","0","","","","","","",""
"3976","Acier","","Broock","","60","","","","","","",""
"3992","Fruits","","","","0","42951","","","","","",""
"3995","Voile","","Brumor","","1","","","","","","",""
"4012","Chevrons de construction","","Homme","","0","","","","","","",""
"4015","Drogues","","","","0","43129","","","","","",""
"4016","Cigares de Mikaron","","","","0","43129","","","","","",""
"4017","Dricks","","","","0","43129","","","","","",""
"4018","Pierres de vie","","","","0","43129","","","","","",""
"4019","Fruits","","","","0","43129","","","","","",""
"4020","Tissu","","","","0","43129","","","","","",""
"4021","Cuir","","Ennemi","","77","","","","","","",""
"4033","Acier de Grim","","","","0","34171","","","","","",""
"4041","Choucroute de Kholf","","Vlichtwasser","","52","","","","","","",""
"4042","Cuir vivant","","Vlichtwasser","","6","","","","","","",""
"4044","Cuir vivant","","Empire","","5","","","","","","",""
"4045","Acier","","","","0","40551","","","","","",""
"4047","Grain","","Wolfen","","134","","","","","","",""
"4048","Tissu","","Wolfen","","2","","","","","","",""
"4049","Grain","","Bambourk","","105","","","","","","",""
"4051","Perles","","Grosbil","","2","","","","","","",""
"4052","Acier","","Berthold","","113","","","","","","",""
"4053","Pain","","Berthold","","111","","","","","","",""
"4054","Poissons","","Berthold","","92","","","","","","",""
"4055","Gibier","","Monstres","","0","","","","","","",""
"4056","Nourriture","","Monstres","KAOS","0","","","","","","",""
"4060","Grain","","Vittel","","287","","","","","","",""
"4063","Pierres de vie","","Gunther","","6","","","","","","",""
"4070","Charbon","","Merewenn","","96","","","","","","",""
"4088","Encens","Alchimie","Ennemi","","1","","","","","","",""
"4097","Acier","","Elric","","44","","","","","","",""
"4098","Cuir","","Elric","","0","","","","","","",""
"4102","Gibier","","","","0","44455","","","","","",""
"4103","Cadavres frais","","","","0","44455","","","","","",""
"4106","Runes de givre","","Guidoni","","11","","","","","","",""
"4116","Acier","","","","0","40578","","","","","",""
"4117","Acier de Grim","","","","0","40578","","","","","",""
"4130","Charbon","","Gadaviel","","48","","","","","","",""
"4131","Gemmes","","Gadaviel","","6","","","","","","",""
"4132","Engrenages","","Khader","","0","","","","","","",""
"4133","Dricks","Monnaie","Galael","MIDG","155","","","","","","",""
"4134","Tissu","","Elric","","13","","","","","","",""
"4135","Cuir","","Mcladdich","","23","","","","","","",""
"4136","Grain","","Mcladdich","","29","","","","","","",""
"4137","Poissons","","Sourire","","26","","","","","","",""
"4144","Bois","","","","0","40872","","","","","",""
"4145","Choucroute de Kholf","","","","0","40872","","","","","",""
"4146","Epices","","","","0","40872","","","","","",""
"4147","Metal","","","","0","40872","","","","","",""
"4148","Pierres de vie","","","","0","40872","","","","","",""
"4149","Chevrons de construction","","","","0","40801","","","","","",""
"4150","Papier","","","","0","40801","","","","","",""
"4151","Epices","","","","0","40624","","","","","",""
"4152","Poupee de Ramauk","","","","0","40624","","","","","",""
"4153","Poupee de Ramauk","","Zavatta","","6","","","","","","",""
"4154","Acier","","","","0","40624","","","","","",""
"4155","Acier de Grim","","","","0","40624","","","","","",""
"4161","Cadavres frais","","Gunther","","19","","","","","","",""
"4162","Viande","","Gunther","","2","","","","","","",""
"4163","Runes de givre","","Gunther","","23","","","","","","",""
"4164","Runes de givre","","Wulfram","","0","","","","","","",""
"4165","Cigares de Mikaron","","Morjul","","7","","","","","","",""
"4176","Voile","","Gowryn","","15","","","","","","",""
"4219","Charbon","","","","0","40084","","","","","",""
"4220","Epices","","","","0","40084","","","","","",""
"4221","Poupee de Ramauk","","","","0","40084","","","","","",""
"4222","Acier","","","","0","40084","","","","","",""
"4223","Acier de Grim","","","","0","40084","","","","","",""
"4227","Cadavres frais","","Galael","","13","","","","","","",""
"4228","Voile","","Galael","","24","","","","","","",""
"4229","Choucroute de Kholf","","Wulfram","","18","","","","","","",""
"4231","Pierre","","","","0","43265","","","","","",""
"4234","Dricks","","","","0","45823","","","","","",""
"4235","Choucroute de Kholf","","","","0","45823","","","","","",""
"4236","Pain","","","","0","45823","","","","","",""
"4237","Fruits","","","","0","45823","","","","","",""
"4241","Cuir vivant","","Tievani","","17","","","","","","",""
"4245","Choucroute de Kholf","","Snerdis","","12","","","","","","",""
"4246","Cuir vivant","","Snerdis","","4","","","","","","",""
"4247","Chevrons de construction","","Gaeghan","","19","","","","","","",""
"4250","Pierres de vie","","","","0","20232","","","","","",""
"4251","Cigares de Mikaron","","","","0","20232","","","","","",""
"4252","Papier","","","","0","20232","","","","","",""
"4253","Fruits","","","","0","31207","","","","","",""
"4254","Gibier","","","","0","31207","","","","","",""
"4255","Viande","","","","0","31207","","","","","",""
"4256","Tissu","","","","0","31207","","","","","",""
"4257","Pain","","","","0","31207","","","","","",""
"4258","Spiritueux","","","","0","31207","","","","","",""
"4259","Cigares de Mikaron","","","","0","31207","","","","","",""
"4260","Cuir","","","","0","31207","","","","","",""
"4261","Papier","","Gunther","","2","","","","","","",""
"4262","Cadavres frais","","Murmure","","40","","","","","","",""
"4263","Cuir","","Murmure","","151","","","","","","",""
"4264","Grain","","Nkogo","","67","","","","","","",""
"4265","Encens","","Sasquash","","17","","","","","","",""
"4268","Epices","","Grosbil","","0","","","","","","",""
"4269","Gibier","","Gunther","","3","","","","","","",""
"4276","Voile","","Broock","","2","","","","","","",""
"4278","Choucroute de Kholf","","Maryl","","6","","","","","","",""
"4287","Papier","","Torgiel","","33","","","","","","",""
"4288","Papier","","Nkogo","","19","","","","","","",""
"4289","Tissu","","Nkogo","","0","","","","","","",""
"4290","Encens","","","","0","46905","","","","","",""
"4292","Cuir vivant","","Morjul","","6","","","","","","",""
"4294","Charbon","","","","0","25128","","","","","",""
"4295","Dricks","","","","0","25128","","","","","",""
"4296","Gemmes","","","","0","25128","","","","","",""
"4312","Dricks","","","","0","236331","","","","","",""
"4313","Gibier","","","","0","236331","","","","","",""
"4314","Poissons","","","","0","236331","","","","","",""
"4315","Acier","","","","0","236331","","","","","",""
"4316","Engrenages","","","","0","236331","","","","","",""
"4317","Drogues","","Gowryn","","61","","","","","","",""
"4318","Engrenages","","Berthold","","5","","","","","","",""
"4319","Acier de Grim","","Calias","","3","","","","","","",""
"4324","Acier de Grim","","Sasquash","","4","","","","","","",""
"4337","Encens","","Arenui","","7","","","","","","",""
"4343","Dricks","","","","0","47553","","","","","",""
"4344","Poupee de Ramauk","","","","1","47553","","","","","",""
"4345","Charbon","","Grosbil","","4","","","","","","",""
"4346","Gemmes","","Grosbil","","8","","","","","","",""
"4347","Cuir vivant","","Hatchepsout","","35","","","","","","",""
"4348","Acier","","","","0","11244","","","","","",""
"4350","Metal","","Corwin","","52","","","","","","",""
"4353","Bois","","","","0","40921","","","","","",""
"4376","Cigares de Mikaron","","Gunther","","0","","","","","","",""
"4377","Drogues","","Gunther","","5","","","","","","",""
"4378","Cigares de Mikaron","","Wulfram","","11","","","","","","",""
"4379","Drogues","","Wulfram","","10","","","","","","",""
"4381","","","","","0","42328","","","","","",""
"4382","","","","","0","42328","","","","","",""
"4400","Metal","","Homme","","2","","","","","","",""
"4408","Grain","","Khader","","104","","","","","","",""
"4409","Dricks","","","","0","31646","","","","","",""
"4410","Epices","","","","0","31646","","","","","",""
"4411","Poupee de Ramauk","","","","0","31646","","","","","",""
"4412","Gibier","","","","0","31646","","","","","",""
"4413","Dricks","","","","0","37763","","","","","",""
"4414","Papier","","Oswald","","33","","","","","","",""
"4415","Pain","","","","0","139309","","","","","",""
"4416","Dricks","","","","","139309","","","","","",""
"4417","Drogues","","","","0","139309","","","","","",""
"4418","Bois","","Chepseskaf","","0","","","","","","",""
"4419","Cereales","","Chepseskaf","","0","","","","","","",""
"4420","Chevrons de construction","","Chepseskaf","","0","","","","","","",""
"4421","Dricks","","Chepseskaf","","0","","","","","","",""
"4422","Metal","","Chepseskaf","","0","","","","","","",""
"4423","Pain","","Chepseskaf","","0","","","","","","",""
"4424","Pierre","","Chepseskaf","","0","","","","","","",""
"4425","Viande","","Chepseskaf","","0","","","","","","",""
"4426","Nourriture","","Chepseskaf","RAMK","0","","","","","","",""
"4428","Cereales","","","","0","40872","","","","","",""
"4429","Encens","","","","0","40872","","","","","",""
"4430","Acier","","Chepseskaf","","0","","","","","","",""
"4431","Cadavres frais","","Chepseskaf","","0","","","","","","",""
"4432","Charbon","","Chepseskaf","","0","","","","","","",""
"4433","Cuir","","Chepseskaf","","0","","","","","","",""
"4434","Encens","","Chepseskaf","","0","","","","","","",""
"4435","Epices","","Chepseskaf","","0","","","","","","",""
"4436","Fruits","","Chepseskaf","","0","","","","","","",""
"4437","Gemmes","","Chepseskaf","","0","","","","","","",""
"4438","Gibier","","Chepseskaf","","0","","","","","","",""
"4439","Grain","","Chepseskaf","","0","","","","","","",""
"4440","Papier","","Chepseskaf","","0","","","","","","",""
"4441","Perles","","Chepseskaf","","0","","","","","","",""
"4442","Pierres de vie","","Chepseskaf","","0","","","","","","",""
"4443","Poissons","","Chepseskaf","","0","","","","","","",""
"4444","Spiritueux","","Chepseskaf","","0","","","","","","",""
"4445","Tissu","","Chepseskaf","","0","","","","","","",""
"4446","Vegetaux","","Chepseskaf","","0","","","","","","",""
"4449","Viande","","Oswald","","11","","","","","","",""
"4450","Tissu","","Mcladdich","","10","","","","","","",""
"4453","Spiritueux","","Edrik","","14","","","","","","",""
"4456","Chevrons de construction","","","","0","6907","","","","","",""
"4457","Encens","","","","0","6907","","","","","",""
"4458","Acier de Grim","","","","0","6907","","","","","",""
"4459","Acier","","","","0","6907","","","","","",""
"4463","Engrenages","","Baronne","","2","","","","","","",""
"4464","Poupee de Ramauk","","Baronne","","0","","","","","","",""
"4465","Engrenages","","Gunther","","1","","","","","","",""
"4466","Poupee de Ramauk","","Gunther","","0","","","","","","",""
"4469","Spiritueux","","Nkogo","","33","","","","","","",""
"4470","Cadavres frais","","","","0","25735","","","","","",""
"4471","Encens","","","","0","25735","","","","","",""
"4480","Pierres de vie","","Engelbert","","0","","","","","","",""
"4481","Voile","","Engelbert","","0","","","","","","",""
"4482","Encens","","Shwarzkoff","","0","","","","","","",""
"4495","Bois","","Arsthan","","116","","","","","","",""
"4496","Cuir","","Arsthan","","2","","","","","","",""
"4500","Cadavres frais","","Kharn","","14","","","","","","",""
"4501","Cuir","","Kharn","","6","","","","","","",""
"4502","Choucroute de Kholf","","Lear","","4","","","","","","",""
"4503","Choucroute de Kholf","","Guidoni","","7","","","","","","",""
"4504","Dricks","","Kargilin","","19","","","","","","",""
"4505","Pain","","Kargilin","","0","","","","","","",""
"4506","Nourriture","","Kargilin","NAIN","0","","","","","","",""
"4507","Encens","","","","0","11393","","","","","",""
"4508","Cadavres frais","","","","0","11393","","","","","",""
"4509","Dricks","","","","0","11393","","","","","",""
"4515","Cuir","","","","0","49795","","","","","",""
"4516","Bois","","","","0","11244","","","","","",""
"4519","Charbon","","Orkomercial","","35","","","","","","",""
"4524","Cuir","","Main","","0","","","","","","",""
"4525","Runes de givre","","Mahoud","","12","","","","","","",""
"4527","Choucroute de Kholf","","Grosbil","","4","","","","","","",""
"4528","Choucroute de Kholf","","Shwarzkoff","","0","","","","","","",""
"4531","Chevrons de construction","","","","0","11244","","","","","",""
"4532","Encens","","","","0","11244","","","","","",""
"4533","Acier de Grim","","","","0","11244","","","","","",""
"4536","Dricks","","Yvand","","9","","","","","","",""
"4537","Pain","","Yvand","","3","","","","","","",""
"4538","Nourriture","","Yvand","MO","147","","","","","","",""
"4539","Bois","","Yvand","","96","","","","","","",""
"4540","Chevrons de construction","","Yvand","","2","","","","","","",""
"4541","Cuir","","Yvand","","26","","","","","","",""
"4542","Gibier","","Yvand","","21","","","","","","",""
"4543","Metal","","Yvand","","17","","","","","","",""
"4544","Papier","","Yvand","","19","","","","","","",""
"4545","Tissu","","Yvand","","5","","","","","","",""
"4547","Poissons","","Gunther","","15","","","","","","",""
"4548","Vegetaux","","Gunther","","247","","","","","","",""
"4556","Encens","","Elric","","0","","","","","","",""
"4557","Encens","","Khader","","4","","","","","","",""
"4558","Bois","","","","0","49927","","","","","",""
"4559","Cigares de Mikaron","","Mahoud","","9","","","","","","",""
"4574","Viande","","Main","","0","","","","","","",""
"4577","Fruits","","","","0","11422","","","","","",""
"4578","Gibier","","","","0","11422","","","","","",""
"4580","Bois","","","","0","11422","","","","","",""
"4581","Fruits","","","","0","50416","","","","","",""
"4582","Pain","","","","0","50416","","","","","",""
"4583","Spiritueux","","","","0","50416","","","","","",""
"4584","Gemmes","","","","0","28515","","","","","",""
"4585","","","PACK_ACOLYTE","","1","","Réserve","","","","",""
"4586","","","PACK_BARBARE_PNJ_NORD","","1","","Réserve","","","","",""
"4587","","","PACK_BRIGAND","","1","","Réserve","","","","",""
"4588","","","PACK_COMTE_BARBARE","","1","","Réserve","","","","",""
"4589","","","PACK_COMTE_BASE","","1","","Réserve","","","","",""
"4590","","","PACK_DUC_BARBARE","","1","","Réserve","","","","",""
"4591","","","PACK_DUC_BASE","","1","","Réserve","","","","",""
"4592","","","PACK_MARCHAND","","1","","Réserve","","","","",""
"4593","","","PACK_SALTIMBANQUE","","1","","Réserve","","","","",""
"4594","Pierre","","Yvand","","45","","","","","","",""
"4597","Moral","","Chepseskaf","","144","","","","","","",""
"4598","Poupee de Ramauk","","Chepseskaf","","0","","","","","","",""
"4601","Pain","","Lechacal","","86","","","","","","",""
"4607","Pierres de vie","","Main","","0","","","","","","",""
"4608","Fruits","","","","0","31224","","","","","",""
"4613","Epices","","","","0","50937","","","","","",""
"4614","Acier","","Shwarzkoff","","0","","","","","","",""
"4615","Perles","","Wolfen","","7","","","","","","",""
"4626","Cigares de Mikaron","","Sasquash","","1","","","","","","",""
"4645","Cuir vivant","","Darh","","19","","","","","","",""
"4646","Runes de givre","","Morjul","","7","","","","","","",""
"4665","Encens","","Brumor","","8","","","","","","",""
"4666","Encens","","Plum","","3","","","","","","",""
"4667","Encens","","Gobniu","","0","","","","","","",""
"4670","","","PACK_BARBARE_PNJ_NORD","","3","","Druide","","","","",""
"4671","","","PACK_BARBARE_PNJ_SUD","","12","","Mahouds","","","","",""
"4672","","","PACK_BARBARE_PNJ_SUD","","1","","Campement Mahoud","","","","",""
"4673","","","PACK_BARBARE_PNJ_SUD","","1","","Champion Mahoud (v)","","","","",""
"4674","","","PACK_BARBARE_PNJ_SUD","","1","","Clairière sacrée","","","","",""
"4675","","","PACK_BARBARE_PNJ_SUD","","3","","Marabout","","","","",""
"4676","","","PACK_BARBARE_PNJ_SUD","","20","","Paysan","","","","",""
"4677","","","PACK_BARBARE_PNJ_SUD","","1","","Réserve","","","","",""
"4678","","","PACK_BARBARE_PNJ_SUD","","1","","Source de vie","","","","",""
"4679","Bois","","PACK_BARBARE_PNJ_SUD","","30","","","","","","",""
"4680","Cereales","","PACK_BARBARE_PNJ_SUD","","10","","","","","","",""
"4681","Chevrons de construction","","PACK_BARBARE_PNJ_SUD","","5","","","","","","",""
"4682","Cuir","","PACK_BARBARE_PNJ_SUD","","10","","","","","","",""
"4683","Dricks","","PACK_BARBARE_PNJ_SUD","","60","","","","","","",""
"4684","Gibier","","PACK_BARBARE_PNJ_SUD","","50","","","","","","",""
"4685","Metal","","PACK_BARBARE_PNJ_SUD","","25","","","","","","",""
"4686","Pierre","","PACK_BARBARE_PNJ_SUD","","10","","","","","","",""
"4687","Viande","","PACK_BARBARE_PNJ_SUD","","25","","","","","","",""
"4689","","","PACK_BARBARE_PNJ_SUD","","1","","Arbre à palabres","","","","",""
"4690","","","PACK_BARBARE_PNJ_NORD","","1","","Baraquement barbare","","","","",""
"4691","","","PACK_BARBARE_PNJ_SUD","","1","","Souk","","","","",""
"4692","Papier","","Vittel","","13","","","","","","",""
"4693","","","PACK_COMTE_BARBARE","","3","","Druide","","","","",""
"4694","","","PACK_DUC_BARBARE","","3","","Druide","","","","",""
"4702","Acier de Grim","","Corwin","","0","","","","","","",""
"4706","Vegetaux","","Babotchkine","","234","","","","","","",""
"4709","Perles","","Lear","","2","","","","","","",""
"4710","Epices","","Lear","","1","","","","","","",""
"4711","Pain","","","","0","24303","","","","","",""
"4712","Dricks","","","","0","24303","","","","","",""
"4713","Drogues","","","","0","24303","","","","","",""
"4714","Choucroute de Kholf","","Anahin","","2","","","","","","",""
"4719","Dricks","","","","0","28515","","","","","",""
"4723","Charbon","","Elric","","65","","","","","","",""
"4724","Cereales","","Yvand","","52","","","","","","",""
"4725","Fruits","","Yvand","","57","","","","","","",""
"4726","Moral","","Yvand","","518","","","","","","",""
"4727","Poissons","","Yvand","","29","","","","","","",""
"4728","Vegetaux","","Yvand","","75","","","","","","",""
"4729","Viande","","Yvand","","7","","","","","","",""
"4755","Epices","","","","0","52466","","","","","",""
"4756","Pain","","","","0","52466","","","","","",""
"4757","Cadavres frais","","","","0","52466","","","","","",""
"4758","Encens","","","","0","52466","","","","","",""
"4768","Acier","","Orkomercial","","3","","","","","","",""
"4772","Bois","","","","0","52681","","","","","",""
"4776","Voile","","","","0","52681","","","","","",""
"4777","Fruits","","","","0","52681","","","","","",""
"4778","Acier","","","","0","52681","","","","","",""
"4779","Chevrons de construction","","","","0","52681","","","","","",""
"4780","Gemmes","","","","0","52681","","","","","",""
"4781","Tissu","","","","0","52681","","","","","",""
"4782","Dricks","","","","0","52681","","","","","",""
"4783","Viande","","","","0","52681","","","","","",""
"4784","Pain","","","","0","52681","","","","","",""
"4785","Cadavres frais","","","","0","52681","","","","","",""
"4786","Cigares de Mikaron","","","","0","52681","","","","","",""
"4787","Encens","","","","0","52681","","","","","",""
"4788","Papier","","","","0","52681","","","","","",""
"4789","Epices","","","","0","52681","","","","","",""
"4790","Gibier","","","","0","52681","","","","","",""
"4791","Pierres de vie","","","","0","52681","","","","","",""
"4792","Spiritueux","","","","0","52681","","","","","",""
"4793","Choucroute de Kholf","","","","0","52681","","","","","",""
"4794","Drogues","","Samael","","14","","","","","","",""
"4795","Bois","","","","","4017","","","","","",""
"4796","Voile","","","","0","4017","","","","","",""
"4797","Fruits","","","","0","4017","","","","","",""
"4799","Chevrons de construction","","","","0","4017","","","","","",""
"4800","Gemmes","","","","0","4017","","","","","",""
"4801","Tissu","","","","0","4017","","","","","",""
"4802","Dricks","","","","0","4017","","","","","",""
"4803","Viande","","","","0","4017","","","","","",""
"4804","Pain","","","","0","4017","","","","","",""
"4805","Cadavres frais","","","","0","4017","","","","","",""
"4806","Cigares de Mikaron","","","","0","4017","","","","","",""
"4807","Encens","","","","0","4017","","","","","",""
"4808","Papier","","","","0","4017","","","","","",""
"4809","Epices","","","","0","4017","","","","","",""
"4810","Gibier","","","","0","4017","","","","","",""
"4811","Pierres de vie","","","","0","4017","","","","","",""
"4812","Spiritueux","","","","0","4017","","","","","",""
"4813","Choucroute de Kholf","","","","0","4017","","","","","",""
"4814","Encens","","Carderon","","37","","","","","","",""
"4815","Epices","","Carderon","","2","","","","","","",""
"4816","Epices","","Elric","","14","","","","","","",""
"4820","Bois","","","","0","50937","","","","","",""
"4821","Epices","","Khader","","2","","","","","","",""
"4831","Cigares de Mikaron","","Samael","","0","","","","","","",""
"4833","Fruits","","Kargilin","","0","","","","","","",""
"4834","Moral","","Kargilin","","84","","","","","","",""
"4835","Papier","","Kargilin","","6","","","","","","",""
"4836","Voile","","Godrick","","49","","","","","","",""
"4837","Engrenages","","Godrick","","15","","","","","","",""
"4838","Choucroute de Kholf","","Torgiel","","8","","","","","","",""
"4859","Metal","","Gadaviel","","48","","","","","","",""
"4861","Cigares de Mikaron","","Grosbil","","4","","","","","","",""
"4867","Pierre","","Homme","","4","","","","","","",""
"4878","Acier de Grim","","Wulfram","","0","","","","","","",""
"4882","Poissons","","Babotchkine","","199","","","","","","",""
"4883","Runes de givre","","Zavatta","","7","","","","","","",""
"4897","Choucroute de Kholf","","","","0","53557","","","","","",""
"4898","Drogues","","","","0","53557","","","","","",""
"4899","Runes de givre","","","","0","53557","","","","","",""
"4905","Grain","","","","0","50937","","","","","",""
"4907","Vegetaux","","","","0","15255","","","","","",""
"4908","Voile","","","","0","15255","","","","","",""
"4909","Pain","","","","0","15255","","","","","",""
"4911","Acier","","","","0","32183","","","","","",""
"4912","Charbon","","","","0","32183","","","","","",""
"4913","Perles","","","","0","32183","","","","","",""
"4914","Grain","","Shwarzkoff","","0","","","","","","",""
"4915","Epices","","","","0","7691","","","","","",""
"4916","Bois","","","","0","7691","","","","","",""
"4917","Grain","","","","0","7691","","","","","",""
"4918","Grain","","Grosbil","","50","","","","","","",""
"4925","Vegetaux","","Main","","0","","","","","","",""
"4926","Chevrons de construction","","Main","","0","","","","","","",""
"4927","Epices","","Samael","","1","","","","","","",""
"4928","Cuir vivant","","Bakhtawar","","1","","","","","","",""
"4929","Acier de Grim","","Kargilin","","3","","","","","","",""
"4932","Dricks","","","","0","9282","","","","","",""
"4933","Charbon","","","","0","9282","","","","","",""
"4934","Metal","","","","0","9282","","","","","",""
"4935","Chevrons de construction","","","","0","9282","","","","","",""
"4936","Cuir","","","","0","9282","","","","","",""
"4937","Vegetaux","","","","0","9282","","","","","",""
"4938","Epices","","","","0","9282","","","","","",""
"4959","Cadavres frais","","","","0","25096","","","","","",""
"4960","Papier","","","","0","25096","","","","","",""
"4961","Gibier","","","","0","25096","","","","","",""
"4962","Charbon","","","","0","25739","","","","","",""
"4963","Pain","","","","0","25739","","","","","",""
"4964","Choucroute de Kholf","","Gunther","","2","","","","","","",""
"4965","Cereales","","Tragor","","50","","","","","","",""
"4968","Poupee de Ramauk","","Tievani","","6","","","","","","",""
"4969","Cigares de Mikaron","","Tievani","","2","","","","","","",""
"4971","Dricks","","","","0","25739","","","","","",""
"4972","Acier de Grim","","","","0","6546","","","","","",""
"4973","Cereales","","","","0","6546","","","","","",""
"4974","Charbon","","","","0","6546","","","","","",""
"4975","Choucroute de Kholf","","","","0","6546","","","","","",""
"4976","Cigares de Mikaron","","","","0","6546","","","","","",""
"4977","Cuir","","","","0","6546","","","","","",""
"4978","Cuir vivant","","","","0","6546","","","","","",""
"4979","Drogues","","","","0","6546","","","","","",""
"4980","Fruits","","","","0","6546","","","","","",""
"4981","Gemmes","","","","0","6546","","","","","",""
"4982","Gibier","","","","0","6546","","","","","",""
"4983","Grain","","","","0","6546","","","","","",""
"4984","Metal","","","","0","6546","","","","","",""
"4985","Pain","","","","0","6546","","","","","",""
"4986","Perles","","","","0","6546","","","","","",""
"4987","Pierre","","","","0","6546","","","","","",""
"4988","Pierres de vie","","","","0","6546","","","","","",""
"4989","Poissons","","","","0","6546","","","","","",""
"4990","Vegetaux","","","","0","6546","","","","","",""
"4991","Viande","","","","0","6546","","","","","",""
"4992","Acier de Grim","","","","3","50937","","","","","",""
"4993","Cereales","","","","0","50937","","","","","",""
"4994","Charbon","","","","4","50937","","","","","",""
"4995","Choucroute de Kholf","","","","0","50937","","","","","",""
"4996","Cigares de Mikaron","","","","0","50937","","","","","",""
"4997","Cuir","","","","0","50937","","","","","",""
"4998","Cuir vivant","","","","0","50937","","","","","",""
"4999","Drogues","","","","0","50937","","","","","",""
"5000","Fruits","","","","0","50937","","","","","",""
"5001","Gemmes","","","","10","50937","","","","","",""
"5002","Gibier","","","","0","50937","","","","","",""
"5003","Metal","","","","0","50937","","","","","",""
"5004","Pain","","","","0","50937","","","","","",""
"5005","Perles","","","","0","50937","","","","","",""
"5006","Pierre","","","","0","50937","","","","","",""
"5007","Pierres de vie","","","","10","50937","","","","","",""
"5008","Poissons","","","","0","50937","","","","","",""
"5009","Vegetaux","","","","0","50937","","","","","",""
"5010","Viande","","","","0","50937","","","","","",""
"5011","Cadavres frais","","Broock","","25","","","","","","",""
"5013","Poissons","","Madmage","","19","","","","","","",""
"5015","Gemmes","","Kharn","","36","","","","","","",""
"5016","Cuir vivant","","Calias","","4","","","","","","",""
"5017","Grain","","Lechacal","","268","","","","","","",""
"5022","Cuir vivant","","Weisman","","12","","","","","","",""
"5023","Cuir vivant","","Chepseskaf","","0","","","","","","",""
"5028","Fruits","","","","0","54703","","","","","",""
"5029","Gibier","","","","0","54703","","","","","",""
"5030","Cadavres frais","","","","0","54703","","","","","",""
"5037","Papier","","","","0","24303","","","","","",""
"5042","Chevrons de construction","","","","0","19299","","","","","",""
"5043","Dricks","","","","0","19299","","","","","",""
"5044","Acier","","","","0","19299","","","","","",""
"5045","Fruits","","","","0","19299","","","","","",""
"5046","Gibier","","","","1","19299","","","","","",""
"5047","Poissons","","","","0","19299","","","","","",""
"5048","Charbon","","","","0","19299","","","","","",""
"5049","Viande","","","","0","19299","","","","","",""
"5050","Bois","","","","0","19299","","","","","",""
"5051","Runes de givre","","Gunnar","","14","","","","","","",""
"5052","Metal","","Kargilin","","4","","","","","","",""
"5053","Pierre","","Kargilin","","4","","","","","","",""
"5054","Tissu","","Kargilin","","1","","","","","","",""
"5055","Vegetaux","Agriculture","Kargilin","NAIN","5","","","","","","",""
"5056","Papier","","Balthazar","","37","","","","","","",""
"5060","Choucroute de Kholf","","","","0","6829","","","","","",""
"5061","Pain","","","","0","6829","","","","","",""
"5062","Acier","","","","0","6829","","","","","",""
"5065","Grain","","Gunther","","8","","","","","","",""
"5066","Drogues","","Godrick","","14","","","","","","",""
"5067","Pierre","","Oswald","","39","","","","","","",""
"5071","Runes de givre","","Darh","","3","","","","","","",""
"5084","Pain","","Galael","","218","","","","","","",""
"5085","Viande","","Galael","","188","","","","","","",""
"5097","Acier","","","","9","50937","","","","","",""
"5104","Charbon","","","","0","236331","","","","","",""
"5105","Metal","","","","0","236331","","","","","",""
"5106","Cereales","","","","0","236331","","","","","",""
"5107","Vegetaux","","","","0","236331","","","","","",""
"5117","Dricks","","","","0","25096","","","","","",""
"5118","Vegetaux","","","","0","25096","","","","","",""
"5119","Fruits","","","","0","25096","","","","","",""
"5128","Gemmes","","Elric","","3","","","","","","",""
"5130","Poissons","","Gaeghan","","105","","","","","","",""
"5132","Acier","","Gadaviel","","19","","","","","","",""
"5133","Cuir","","Gadaviel","","17","","","","","","",""
"5134","Pierre","","Gadaviel","","52","","","","","","",""
"5168","Gemmes","","","","2","2392","","","","","",""
"5170","Gibier","","","","3","55645","","","","","",""
"5171","Cadavres frais","","","","1","55645","","","","","",""
"5172","Fruits","","","","1","55645","","","","","",""
"5177","Runes de givre","","Snerdis","","12","","","","","","",""
