"ID","GameID","KingID","TeamName","URL","Titre","Notes","Region","HCMap","HRMap"
"279","","Mahoud","","HC=55&amp;HR=91&amp;HCM=48&amp;HRM=83","Rivlak","","Hitze","48","83"
"280","","Brumor","","HC=67&amp;HR=32&amp;HCM=60&amp;HRM=26","120 gibier","","Le Coeur","60","26"
"281","","Nikolai","","HC=102&amp;HR=52&amp;HCM=86&amp;HRM=50","Borgolmidar","","Grande Forêt / Lac Perché / Montagnes de Bourbe / Ghestalt","86","50"
"282","","Oswald","","HC=62&amp;HR=41&amp;HCM=54&amp;HRM=35","Waterkast","","Haut Empire","54","35"
"283","","Shwarzkoff","","HC=97&amp;HR=37&amp;HCM=90&amp;HRM=31","Champs des patriotes","","Pays Dur / Harapan","90","31"
"284","","Shwarzkoff","","HC=93&amp;HR=40&amp;HCM=84&amp;HRM=35","Midzgrad","","Harapan","84","35"
"285","","Shwarzkoff","","HC=50&amp;HR=5&amp;HCM=42&amp;HRM=0","Yaningrad","","Côte Gelée / Yanovie","42","0"
"287","","Mahoud","","HC=72&amp;HR=86&amp;HCM=56&amp;HRM=73","Kivoua","","Pays des Caïmans","56","73"
"288","","Shwarzkoff","","HC=55&amp;HR=14&amp;HCM=46&amp;HRM=5","Trinité","","Collines de Glace / Plaines du Sabot / Midgard","46","5"
"289","","Bakhtawar","","HC=72&amp;HR=86&amp;HCM=56&amp;HRM=73","Kivoa","","Pays des Caïmans","56","73"
"290","","Mahoud","","HC=62&amp;HR=89&amp;HCM=50&amp;HRM=79","Matata","","Hitze","50","79"
"291","","Mahoud","","HC=75&amp;HR=95&amp;HCM=68&amp;HRM=87","Tushpahassapticon","","Jungle Mahoud","68","87"
"292","","Corwin","","HC=55&amp;HR=60&amp;HCM=48&amp;HRM=53","Colines du Deuil","","La Verte","48","53"
"293","","Khaidu","","HC=55&amp;HR=21&amp;HCM=48&amp;HRM=15","Vluchthaven","","Plaines du Sabot / Kholf","48","15"
"294","","Khaidu","","HC=59&amp;HR=23&amp;HCM=52&amp;HRM=17","Empire","","Plaines du Sabot / Kholf","52","17"
"295","","Sasquash","","HC=75&amp;HR=23&amp;HCM=68&amp;HRM=17","Colporros","","Collines Sanglantes / Crache flammes","68","17"
"296","","Bakhtawar","","HC=89&amp;HR=85&amp;HCM=82&amp;HRM=79","Bakhtamar","","Pont de Terre","82","79"
"297","","Gadaviel","","HC=94&amp;HR=27&amp;HCM=86&amp;HRM=21","Réserve (sourire)","","Pays Dur","86","21"
"298","","Officier","","HC=29&amp;HR=86&amp;HCM=20&amp;HRM=79","Birk-Marh","","Côte Fantôme","20","79"
"299","","Dent","","HC=92&amp;HR=47&amp;HCM=76&amp;HRM=40","Ouest","","Montagnes de Bourbe","76","40"
"300","","Dent","","HC=111&amp;HR=55&amp;HCM=104&amp;HRM=47","SUD","","Lac Perché / Lac d&apos;emeraude","104","47"
"301","","Edrik","","HC=49&amp;HR=92&amp;HCM=42&amp;HRM=86","Niewe Drik","","Vallée des Mourants","42","86"
"302","","Morjul","","HC=51&amp;HR=50&amp;HCM=42&amp;HRM=45","Gisement Teuts engin ench +50 hommes","","Côte d&apos;Arain / Golfe de Pierre / Onad","42","45"
"303","","Bakhtawar","","HC=62&amp;HR=89&amp;HCM=52&amp;HRM=82","Matata","","Hitze","52","82"
"304","","Intouchables","","HC=35&amp;HR=103&amp;HCM=26&amp;HRM=97","cavernes avec quelques unités cahcées","","Bassin des Embruns / Pays Noir","26","97"
"305","","Arsthan","","HC=42&amp;HR=10&amp;HCM=34&amp;HRM=3","Réserve Minière de Bain Sanglant","","Côte Gelée / Baie Vaseuse","34","3"
"306","","Shwarzkoff","","HC=92&amp;HR=33&amp;HCM=86&amp;HRM=27","Brötgrad","","Pays Dur / Harapan","86","27"
"307","","Zavatta","","HC=77&amp;HR=27&amp;HCM=70&amp;HRM=22","Nec Nonummy","","Collines Sanglantes / Landes Amères","70","22"
"309","","Oswald","","HC=80&amp;HR=37&amp;HCM=76&amp;HRM=24","terres sauvages","","Landes Amères / Sevel","76","24"
"310","","Gadaviel","","HC=106&amp;HR=23&amp;HCM=98&amp;HRM=16","Tour de Gallen (1 Bar, 1Champ, 6chien,1mot, 1pal)","","Terre des Trolls / Mer Fumante","98","16"
"311","","Shwarzkoff","","HC=79&amp;HR=39&amp;HCM=72&amp;HRM=33","La fourche","","Landes Amères / Forêt Centrale / Sevel","72","33"
"312","","Mahoud","","HC=49&amp;HR=92&amp;HCM=46&amp;HRM=82","Niewe Drik","","Vallée des Mourants","46","82"
"313","","Bakhtawar","","HC=68&amp;HR=94&amp;HCM=56&amp;HRM=84","Mapinduzi","","Hitze","56","84"
"315","","Dent","","HC=71&amp;HR=50&amp;HCM=76&amp;HRM=39","Operation Foret Froid","","Forêt Centrale / Le Grenier","76","39"
"317","","Godrick","","HC=32&amp;HR=62&amp;HCM=22&amp;HRM=56","Base","","Ile de Feu / Grand Archipel","22","56"
"319","","Godrick","","HC=43&amp;HR=58&amp;HCM=36&amp;HRM=52","Continent","","Golfe de Pierre","36","52"
"320","","Lear","","HC=94&amp;HR=58&amp;HCM=86&amp;HRM=52","Faug-Hir-Chiswë","","Grande Forêt / Miroir des fées","86","52"
"324","","Babotchkine","","HC=106&amp;HR=62&amp;HCM=96&amp;HRM=55","Gesthalt","","Côte Chaude","96","55"
"325","","Torgiel","","HC=71&amp;HR=29&amp;HCM=62&amp;HRM=24","Batiment furtif Drog 10 hommes de garde","","Landes Amères","62","24"
"327","","Zavatta","","HC=78&amp;HR=15&amp;HCM=70&amp;HRM=12","Shiree","","Collines Sanglantes / Terres Sauvages","70","12"
"328","","Tribus","","HC=105&amp;HR=86&amp;HCM=94&amp;HRM=78","Drako","","Mer Intérieure / Grande Baie","94","78"
"329","","Lansilvanas","","HC=13&amp;HR=80&amp;HCM=6&amp;HRM=74","Château de Haute quête","","Baie des Naufragés","6","74"
"334","","Aedail","","HC=95&amp;HR=36&amp;HCM=88&amp;HRM=30","Harapan ville","","Pays Dur / Harapan","88","30"
"335","","Aedail","","HC=60&amp;HR=19&amp;HCM=52&amp;HRM=13","Relais commercial du Midgard Terre-Vive","","Plaines du Sabot","52","13"
"336","","Aedail","","HC=72&amp;HR=42&amp;HCM=64&amp;HRM=36","Áva rucë","","Forêt Centrale","64","36"
"337","","Aedail","","HC=56&amp;HR=57&amp;HCM=48&amp;HRM=51","Ruines elfiques de La Verte","","La Verte","48","51"
"338","","Hannah","","HC=72&amp;HR=42&amp;HCM=64&amp;HRM=36","Áva rucë","","Forêt Centrale","64","36"
"339","","Hannah","","HC=56&amp;HR=16&amp;HCM=48&amp;HRM=10","Terre d&apos;Hannah","","Plaines du Sabot / Midgard","48","10"
"340","","Hannah","","HC=97&amp;HR=61&amp;HCM=90&amp;HRM=55","Erabilis-Boutique dansante-Chat Vaillant","","Grande Forêt / Vallée de l&apos;Encens","90","55"
"341","","Hannah","","HC=71&amp;HR=38&amp;HCM=64&amp;HRM=32","Ruines de Doriath","","Landes Amères / Forêt Centrale","64","32"
"343","","Lansilvanas","","HC=72&amp;HR=42&amp;HCM=64&amp;HRM=36","Áva rucë","","Forêt Centrale","64","36"
"344","","Shwarzkoff","","HC=60&amp;HR=19&amp;HCM=52&amp;HRM=12","Relais commercial du Midgard Terre-Vive","","Plaines du Sabot","52","12"
"346","","Murmure","","HC=84&amp;HR=19&amp;HCM=78&amp;HRM=12","formation ","","Collines Sanglantes / Vielle Forêt","78","12"
"347","","Mahoud","","HC=49&amp;HR=92&amp;HCM=46&amp;HRM=79","Phare de Niewe Drik","","Vallée des Mourants","46","79"
"350","","Vittel","","HC=81&amp;HR=57&amp;HCM=70&amp;HRM=51","Miroir des Fées - O (Grenier)","","Le Grenier","70","51"
"351","","Officier","","HC=30&amp;HR=30&amp;HCM=22&amp;HRM=24","Utopia","","Cercle des Brisants / Utopia","22","24"
"352","","Nehbnefer","","HC=43&amp;HR=92&amp;HCM=32&amp;HRM=90","Ramauk Centre","","Vallée des Mourants","32","90"
"353","","Lansilvanas","","HC=55&amp;HR=56&amp;HCM=48&amp;HRM=50","Sanctuaire Elfe Detruit","","La Verte","48","50"
"355","","Weisman","","HC=43&amp;HR=47&amp;HCM=36&amp;HRM=41","30 dricks ","","Côte d&apos;Arain","36","41"
"356","","Arsthan","","HC=12&amp;HR=81&amp;HCM=4&amp;HRM=75","Terre de Feu","","Baie des Naufragés","4","75"
"357","","Wulfram","","HC=87&amp;HR=38&amp;HCM=80&amp;HRM=32","Route Impériale","","Pays Dur / Forêt Centrale / Harapan","80","32"
"358","","Shwarzkoff","","HC=53&amp;HR=7&amp;HCM=44&amp;HRM=1","Isdranoiva","","Collines de Glace / Yanovie","44","1"
"359","","Oswald","","HC=54&amp;HR=45&amp;HCM=40&amp;HRM=35","19 or (empire)","","Côte d&apos;Arain / Haut Empire","40","35"
"360","","Aedail","","HC=86&amp;HR=58&amp;HCM=78&amp;HRM=52","Gribouilli","","Le Grenier / Grande Forêt / Miroir des fées","78","52"
"361","","Mahoud","","HC=55&amp;HR=84&amp;HCM=46&amp;HRM=71","Phare de Slagerheim","","Mer de la Soif","46","71"
"362","","Nikolai","","HC=67&amp;HR=43&amp;HCM=64&amp;HRM=32","Malkograd","","Haut Empire / Karaketchet","64","32"
"363","","Lansilvanas","","HC=53&amp;HR=14&amp;HCM=44&amp;HRM=12","Nouvelle Onack (Lansilvanias)","","Collines de Glace / Plaines du Sabot / Midgard","44","12"
"364","","Talisker","","HC=104&amp;HR=59&amp;HCM=96&amp;HRM=53","Le Potager","","Grande Forêt / Lac Perché / Côte Chaude","96","53"
"365","","Lansilvanas","","HC=56&amp;HR=16&amp;HCM=44&amp;HRM=12","Terre d&apos;Hannah","","Plaines du Sabot / Midgard","44","12"
"367","","Harlock","","HC=56&amp;HR=15&amp;HCM=48&amp;HRM=9","Caprice","","Plaines du Sabot / Midgard","48","9"
"368","","Harlock","","HC=95&amp;HR=37&amp;HCM=88&amp;HRM=31","Baalberg","","Pays Dur / Harapan","88","31"
"369","","Bakhtawar","","HC=78&amp;HR=84&amp;HCM=70&amp;HRM=73","Débarquement Caïmans","","Pays des Caïmans","70","73"
"370","","Lansilvanas","","HC=45&amp;HR=87&amp;HCM=38&amp;HRM=81","Chapitre des Templiers de Thodrick","","Golfe de Feu","38","81"
"371","","Empire2","","HC=68&amp;HR=31&amp;HCM=62&amp;HRM=21","Schlägerberg","","Landes Amères / Le Coeur / Blutsauger","62","21"
"372","","Wulfram","","HC=95&amp;HR=36&amp;HCM=86&amp;HRM=30","Harapan ville","","Pays Dur / Harapan","86","30"
"373","","Shwarzkoff","","HC=98&amp;HR=36&amp;HCM=90&amp;HRM=30","Le mont des frères","","Pays Dur / Harapan","90","30"
"374","","Boule","","HC=94&amp;HR=43&amp;HCM=86&amp;HRM=39","Pont des chats (gadaviel)","","Harapan / Montagnes de Bourbe","86","39"
"381","","Vlichtwasser","","HC=83&amp;HR=85&amp;HCM=76&amp;HRM=77","Goulawa 200 petits mv + sépulcre","","Pays des Caïmans","76","77"
"385","","Shwarzkoff","","HC=93&amp;HR=42&amp;HCM=86&amp;HRM=37","Marais aux corbeaux","","Harapan / Montagnes de Bourbe","86","37"
"386","","Shwarzkoff","","HC=92&amp;HR=42&amp;HCM=86&amp;HRM=36","Marais de l&apos;oubli","","Harapan / Montagnes de Bourbe","86","36"
"388","","Lansilvanas","","HC=75&amp;HR=14&amp;HCM=62&amp;HRM=8","Memorial d&apos;Oyu Tolgoi","","Grand Chenal / Collines Sanglantes / Terres Sauvages","62","8"
"389","","Hannah","","HC=75&amp;HR=14&amp;HCM=60&amp;HRM=10","Memorial d&apos;Oyu Tolgoi","","Grand Chenal / Collines Sanglantes / Terres Sauvages","60","10"
"390","","Nikolai","","HC=53&amp;HR=7&amp;HCM=42&amp;HRM=1","Isdranoiva","","Collines de Glace / Yanovie","42","1"
"391","","Nikolai","","HC=103&amp;HR=53&amp;HCM=86&amp;HRM=50","Verbois","","Grande Forêt / Lac Perché / Montagnes de Bourbe / Ghestalt","86","50"
"392","","Boule","","HC=80&amp;HR=45&amp;HCM=74&amp;HRM=39","Ruines elfiques de la forêt centrale","","Forêt Centrale","74","39"
"394","","Shwarzkoff","","HC=75&amp;HR=14&amp;HCM=68&amp;HRM=8","Memorial d&apos;Oyu Tolgoi","","Grand Chenal / Collines Sanglantes / Terres Sauvages","68","8"
"397","","Vittel","","HC=87&amp;HR=46&amp;HCM=80&amp;HRM=40","Miroir des Fées - N (Monts de Bourbe)","","Forêt Centrale / Montagnes de Bourbe","80","40"
"398","","Vittel","","HC=89&amp;HR=59&amp;HCM=84&amp;HRM=52","Miroir des Fées - Centre","","Grande Forêt / Miroir des fées","84","52"
"399","","Vittel","","HC=74&amp;HR=45&amp;HCM=66&amp;HRM=39","Seigneur Arbre ","","Forêt Centrale / Karaketchet","66","39"
"400","","Gadaviel","","HC=52&amp;HR=55&amp;HCM=44&amp;HRM=49","Centre de la Jungle Rafflée (6 mineur, 3 pavois +bat)","","Golfe de Pierre","44","49"
"405","","Corwin","","HC=49&amp;HR=62&amp;HCM=42&amp;HRM=56","Cendres","","Golfe de Pierre / Mer du Sommeil","42","56"
"406","","Mahoud","","HC=76&amp;HR=110&amp;HCM=66&amp;HRM=100","N&apos;Gabba","","Erg des Mirages / Klanath","66","100"
"407","","Gadaviel","","HC=44&amp;HR=55&amp;HCM=36&amp;HRM=49","Offi: repaire+pavois","","Golfe de Pierre / Onad","36","49"
"412","","Florestan","","HC=26&amp;HR=32&amp;HCM=18&amp;HRM=26","Ithilindaniel","","Cercle des Brisants / Utopia","18","26"
"414","","Corwin","","HC=34&amp;HR=59&amp;HCM=26&amp;HRM=53","Bacuranao","","Ile de Feu","26","53"
"415","","Lansilvanas","","HC=51&amp;HR=18&amp;HCM=44&amp;HRM=12","V Summersea (Lansilvanias)","","Baie Vaseuse / Midgard","44","12"
"416","","Shwarzkoff","","HC=85&amp;HR=40&amp;HCM=78&amp;HRM=34","Havre Givrecroc","","Landes Amères / Forêt Centrale","78","34"
"417","","Snerdis","","HC=46&amp;HR=107&amp;HCM=40&amp;HRM=100","46.107","","Bassin des Embruns","40","100"
"418","","Wulfram","","HC=85&amp;HR=40&amp;HCM=80&amp;HRM=32","Havre Givrecroc","","Landes Amères / Forêt Centrale","80","32"
"422","","Scrotomus","","HC=85&amp;HR=40&amp;HCM=82&amp;HRM=30","Havre Givrecroc","","Landes Amères / Forêt Centrale","82","30"
"423","","Hannah","","HC=75&amp;HR=23&amp;HCM=68&amp;HRM=16","Colporros - Comptoir des caravanes","","Collines Sanglantes / Crache flammes","68","16"
"424","","Gadaviel","","HC=104&amp;HR=23&amp;HCM=96&amp;HRM=17","Rocher de la Lune (MURM:20barb,1 hom d&apos;ar, 1cant)","","Terre des Trolls / Mer Fumante","96","17"
"425","","Vittel","","HC=89&amp;HR=77&amp;HCM=82&amp;HRM=71","Pont de Terre - 1","","Pont de Terre","82","71"
"428","","Lear","","HC=79&amp;HR=42&amp;HCM=70&amp;HRM=38","Forêt Centrale","","Forêt Centrale / Sevel","70","38"
"430","","Mahoud","","HC=81&amp;HR=85&amp;HCM=70&amp;HRM=80","Tanyr Aranyah","","Pays des Caïmans","70","80"
"431","","Mahoud","","HC=88&amp;HR=91&amp;HCM=74&amp;HRM=84","Gol-Drako","","Jungle Mahoud / Golfe des Epices","74","84"
"432","","Mahoud","","HC=80&amp;HR=88&amp;HCM=70&amp;HRM=80","Naknak","","Pays des Caïmans / Jungle Mahoud","70","80"
"434","","Lansilvanas","","HC=57&amp;HR=8&amp;HCM=50&amp;HRM=2","Le huit de feu (Lansilvanias)","","Collines de Glace / Yanovie","50","2"
"435","","Lansilvanas","","HC=67&amp;HR=12&amp;HCM=60&amp;HRM=6","Chapelle des Valeureux (Lansilvanias)","","Collines de Glace","60","6"
"436","","Lansilvanas","","HC=95&amp;HR=36&amp;HCM=86&amp;HRM=27","Harapan ville","","Pays Dur / Harapan","86","27"
"437","","Godrick","","HC=40&amp;HR=72&amp;HCM=26&amp;HRM=62","Iles","","Grand Archipel / Mer du Sommeil","26","62"
"438","","Tallandar","","HC=89&amp;HR=13&amp;HCM=82&amp;HRM=7","Port Givre Clan des Griffes et des Crocs","","Grande Froide / Vielle Forêt","82","7"
"439","","Lear","","HC=106&amp;HR=33&amp;HCM=98&amp;HRM=27","Le Rocher Rouge","","Rocher rouge / Mer Fumante","98","27"
"440","","Shwarzkoff","","HC=42&amp;HR=10&amp;HCM=34&amp;HRM=4","Réserve Minière de Bain Sanglant","","Côte Gelée / Baie Vaseuse","34","4"
"443","","Brumor","","HC=91&amp;HR=23&amp;HCM=84&amp;HRM=17","Prairie d&apos;or des Griffes et des Crocs","","Vielle Forêt","84","17"
"444","","Brumor","","HC=93&amp;HR=24&amp;HCM=84&amp;HRM=17","13 dricks","","Vielle Forêt / Pays Dur / Grande Assemblée","84","17"
"445","","Brumor","","HC=105&amp;HR=26&amp;HCM=90&amp;HRM=24","15 dricks","","Terre des Trolls / Mer Fumante","90","24"
"446","","Lansilvanas","","HC=89&amp;HR=52&amp;HCM=82&amp;HRM=46","Chutes de Tarä- Idril","","Grande Forêt / Montagnes de Bourbe","82","46"
"447","","Lansilvanas","","HC=30&amp;HR=30&amp;HCM=22&amp;HRM=24","Estacade -Port Utopien","","Cercle des Brisants / Utopia","22","24"
"449","","Lansilvanas","","HC=67&amp;HR=33&amp;HCM=60&amp;HRM=31","Renfort","","Le Coeur / Blutsauger","60","31"
"450","","Lansilvanas","","HC=29&amp;HR=8&amp;HCM=18&amp;HRM=4","Terre de huit","","Iles de Glace","18","4"
"451","","Maryl","","HC=79&amp;HR=12&amp;HCM=72&amp;HRM=6","Eg-Uur","","Grand Chenal / Terres Sauvages","72","6"
"452","","Lear","","HC=116&amp;HR=87&amp;HCM=112&amp;HRM=81","La Grande Baie","","Grande Baie / Pakmar","112","81"
"454","","Lear","","HC=70&amp;HR=44&amp;HCM=62&amp;HRM=38","MatsunKabir","","Haut Empire / Forêt Centrale / Karaketchet","62","38"
"456","","Darh","","HC=21&amp;HR=102&amp;HCM=14&amp;HRM=96","manque un puits ","","Empire d&apos;Or / Baie du Trident","14","96"
"457","","Darh","","HC=23&amp;HR=102&amp;HCM=16&amp;HRM=96","Ousfalt mettre vergers","","Empire d&apos;Or / Baie du Trident","16","96"
"458","","Empire2","","HC=75&amp;HR=9&amp;HCM=66&amp;HRM=5","Darvi","","Grand Chenal / Terres Sauvages","66","5"
"459","","Empire2","","HC=75&amp;HR=14&amp;HCM=68&amp;HRM=8","Oyu Tolgoi","","Grand Chenal / Collines Sanglantes / Terres Sauvages","68","8"
"460","","Alexius","","HC=45&amp;HR=87&amp;HCM=38&amp;HRM=81","Astarte - Templier de Thodrick","","Golfe de Feu","38","81"
"463","","Eejil","","HC=89&amp;HR=16&amp;HCM=82&amp;HRM=10","Forêt dYsengrin","","Vielle Forêt","82","10"
"464","","Murmure","","HC=79&amp;HR=12&amp;HCM=70&amp;HRM=5","Eg-Uur Troupes du nord ","","Grand Chenal / Terres Sauvages","70","5"
"465","","Murmure","","HC=90&amp;HR=16&amp;HCM=78&amp;HRM=12","Meute de Chasse","","Vielle Forêt","78","12"
"466","","Lear","","HC=94&amp;HR=53&amp;HCM=84&amp;HRM=47","Väl Aíra","","Grande Forêt / Montagnes de Bourbe","84","47"
"467","","Lear","","HC=91&amp;HR=59&amp;HCM=84&amp;HRM=53","Emyn Aíra","","Grande Forêt / Miroir des fées","84","53"
"468","","Claude","","HC=57&amp;HR=15&amp;HCM=52&amp;HRM=9","Bec-salé","","Plaines du Sabot / Midgard","52","9"
"469","","Edrik","","HC=51&amp;HR=14&amp;HCM=44&amp;HRM=9","Promenade","","Côte Gelée / Baie Vaseuse / Midgard","44","9"
"470","","Edrik","","HC=52&amp;HR=14&amp;HCM=46&amp;HRM=9","Chemin","","Côte Gelée / Collines de Glace / Baie Vaseuse / Plaines du Sabot / Midgard","46","9"
"474","","Eejil","","HC=94&amp;HR=13&amp;HCM=86&amp;HRM=8","Norden (Cerf-Feuille)","","Grande Froide / Vielle Forêt","86","8"
"478","","Claude","","HC=56&amp;HR=15&amp;HCM=48&amp;HRM=9","Caprice","","Plaines du Sabot / Midgard","48","9"
"479","","Claude","","HC=60&amp;HR=18&amp;HCM=52&amp;HRM=12","La gloire de Gunther &amp; Friedrich ","","Plaines du Sabot","52","12"
"480","","Claude","","HC=58&amp;HR=13&amp;HCM=50&amp;HRM=7","A Feu et a Sang","","Collines de Glace / Midgard","50","7"
"481","","Claude","","HC=56&amp;HR=16&amp;HCM=48&amp;HRM=10","Terre d&apos;Hannah","","Plaines du Sabot / Midgard","48","10"
"482","","Claude","","HC=56&amp;HR=14&amp;HCM=48&amp;HRM=8","Laurendrill","","Collines de Glace / Plaines du Sabot / Midgard","48","8"
"483","","Claude","","HC=57&amp;HR=17&amp;HCM=50&amp;HRM=11","Poste frontière de Brandthin","","Plaines du Sabot / Midgard","50","11"
"484","","Claude","","HC=56&amp;HR=17&amp;HCM=48&amp;HRM=11","Poste frontière des Vaches épanouies","","Plaines du Sabot / Midgard","48","11"
"485","","Claude","","HC=55&amp;HR=14&amp;HCM=48&amp;HRM=8","Trinité","","Collines de Glace / Plaines du Sabot / Midgard","48","8"
"486","","Claude","","HC=60&amp;HR=17&amp;HCM=52&amp;HRM=11","Lacaillasse","","Plaines du Sabot","52","11"
"487","","Claude","","HC=58&amp;HR=18&amp;HCM=50&amp;HRM=12","Poste frontière de l&apos;attrape-coquin","","Plaines du Sabot / Midgard","50","12"
"488","","Claude","","HC=59&amp;HR=17&amp;HCM=52&amp;HRM=11","Ft Gravillon","","Plaines du Sabot / Midgard","52","11"
"489","","Lear","","HC=98&amp;HR=53&amp;HCM=90&amp;HRM=44","Val Azòrii","","Grande Forêt / Montagnes de Bourbe / Ghestalt","90","44"
"491","","Empire","","HC=88&amp;HR=82&amp;HCM=82&amp;HRM=75","tanière mahoud +-50hommes","","Pays des Caïmans / Pont de Terre","82","75"
"492","","Rukglum","","HC=104&amp;HR=19&amp;HCM=98&amp;HRM=13","Trolborgh-","","Terre des Trolls","98","13"
"493","","Rukglum","","HC=93&amp;HR=19&amp;HCM=86&amp;HRM=14","Khader","","Vielle Forêt / Grande Assemblée","86","14"
"494","","Zavatta","","HC=81&amp;HR=31&amp;HCM=72&amp;HRM=30","Passe des Landes Amères","","Landes Amères","72","30"
"495","","Zavatta","","HC=106&amp;HR=62&amp;HCM=98&amp;HRM=56","Kalinda (Comptoir)","","Côte Chaude","98","56"
"496","","Amasse","","HC=20&amp;HR=60&amp;HCM=12&amp;HRM=54","Fringante","","Ile de Feu","12","54"
"498","","Edrik","","HC=47&amp;HR=9&amp;HCM=40&amp;HRM=3","Orban","","Côte Gelée","40","3"
"499","","Claude","","HC=55&amp;HR=17&amp;HCM=48&amp;HRM=11","Bois carmins","","Plaines du Sabot / Midgard","48","11"
"500","","Claude","","HC=55&amp;HR=16&amp;HCM=48&amp;HRM=10","Eau vive","","Plaines du Sabot / Midgard","48","10"
"501","","Claude","","HC=61&amp;HR=17&amp;HCM=54&amp;HRM=11","Poste frontière de la taupinière","","Plaines du Sabot","54","11"
"502","","Claude","","HC=56&amp;HR=18&amp;HCM=48&amp;HRM=12","Sacreplaine","","Plaines du Sabot / Midgard","48","12"
"503","","Claude","","HC=59&amp;HR=18&amp;HCM=52&amp;HRM=12","Fort de la Porte du Midgard","","Plaines du Sabot / Midgard","52","12"
"504","","Claude","","HC=58&amp;HR=19&amp;HCM=50&amp;HRM=13","Poste frontière du champ de gravat","","Plaines du Sabot","50","13"
"505","","Brumor","","HC=100&amp;HR=30&amp;HCM=92&amp;HRM=23","8 dricks et en haut 9 dricks","","Pays Dur / Harapan","92","23"
"506","","Amasse","","HC=33&amp;HR=69&amp;HCM=26&amp;HRM=63","Scierie Godrick","","Détroit d&apos;Espérance / Grand Archipel","26","63"
"507","","Claude","","HC=55&amp;HR=18&amp;HCM=48&amp;HRM=12","Côte du morse","","Plaines du Sabot / Midgard","48","12"
"508","","Claude","","HC=54&amp;HR=18&amp;HCM=48&amp;HRM=11","Cap Pourpre","","Plaines du Sabot / Midgard","48","11"
"509","","Claude","","HC=62&amp;HR=17&amp;HCM=54&amp;HRM=11","Poste frontière de Givre-Feu","","Plaines du Sabot","54","11"
"510","","Claude","","HC=59&amp;HR=19&amp;HCM=52&amp;HRM=12","Petit Midgard","","Plaines du Sabot","52","12"
"511","","Claude","","HC=60&amp;HR=19&amp;HCM=52&amp;HRM=12","Relais commercial du Midgard Terre-Vive","","Plaines du Sabot","52","12"
"512","","Claude","","HC=57&amp;HR=18&amp;HCM=48&amp;HRM=12","Ft","","Plaines du Sabot / Midgard","48","12"
"513","","Claude","","HC=56&amp;HR=19&amp;HCM=48&amp;HRM=12","Langefeld","","Plaines du Sabot","48","12"
"514","","Yonekdari","","HC=61&amp;HR=11&amp;HCM=54&amp;HRM=4","Baronnie de Loise","","Collines de Glace","54","4"
"515","","Yonekdari","","HC=61&amp;HR=14&amp;HCM=54&amp;HRM=5","Forêt de Minos","","Collines de Glace / Plaines du Sabot","54","5"
"516","","Yonekdari","","HC=58&amp;HR=10&amp;HCM=54&amp;HRM=4","Bagne de Morneval","","Collines de Glace","54","4"
"517","","Yonekdari","","HC=57&amp;HR=9&amp;HCM=50&amp;HRM=4","Enclume","","Collines de Glace / Yanovie","50","4"
"518","","Yonekdari","","HC=61&amp;HR=10&amp;HCM=54&amp;HRM=8","Base des éclaireurs de Cendre-Azur","","Collines de Glace","54","8"
"519","","Bakhtawar","","HC=82&amp;HR=95&amp;HCM=74&amp;HRM=89","Keyeth","","Jungle Mahoud / Repaire du dragon","74","89"
"520","","Bakhtawar","","HC=84&amp;HR=103&amp;HCM=76&amp;HRM=93","Kinu","","Erg des Mirages","76","93"
"521","","Claude","","HC=61&amp;HR=18&amp;HCM=54&amp;HRM=11","Plaine du Sabot","","Plaines du Sabot","54","11"
"522","","Claude","","HC=57&amp;HR=19&amp;HCM=50&amp;HRM=13","Champ de Dwacht","","Plaines du Sabot","50","13"
"523","","Discord","","HC=29&amp;HR=28&amp;HCM=22&amp;HRM=22","Villa Storm","","Cercle des Brisants / Utopia","22","22"
"524","","Eejil","","HC=98&amp;HR=20&amp;HCM=90&amp;HRM=14","Par ci par la (brumor ici)","","Vielle Forêt / Grande Assemblée","90","14"
"526","","Eejil","","HC=100&amp;HR=20&amp;HCM=92&amp;HRM=13","La mine des Kolbolds (comte Berthold)","","Vielle Forêt / Grande Assemblée","92","13"
"528","","Amasse","","HC=26&amp;HR=46&amp;HCM=20&amp;HRM=38","Repaire NAQUO","","Mer de Saumure","20","38"
"529","","Brumor","","HC=90&amp;HR=21&amp;HCM=84&amp;HRM=15","17 dricks 90.21","","Vielle Forêt","84","15"
"530","","Brumor","","HC=101&amp;HR=20&amp;HCM=92&amp;HRM=14","3 dricks 101.20","","Vielle Forêt / Grande Assemblée","92","14"
"531","","Brumor","","HC=102&amp;HR=21&amp;HCM=94&amp;HRM=14","4 dricks 102.21","","Vielle Forêt / Terre des Trolls","94","14"
"532","","Lear","","HC=93&amp;HR=47&amp;HCM=86&amp;HRM=42","Montagnes de Bourbe","","Montagnes de Bourbe","86","42"
"534","","Eejil","","HC=101&amp;HR=21&amp;HCM=94&amp;HRM=14","Clan des Griffes et des Crocs (Kitsune)","","Vielle Forêt / Grande Assemblée","94","14"
"535","","Eejil","","HC=89&amp;HR=13&amp;HCM=82&amp;HRM=7","Port Givre (Tallandar)","","Grande Froide / Vielle Forêt","82","7"
"537","","Orseac","","HC=46&amp;HR=8&amp;HCM=38&amp;HRM=2","Repaire d&apos;Arcadias","","Côte Gelée","38","2"
