"ID","Player","Unit"
"7556","Anahin","Irrigation"
"7557","Anahin","Geôle"
"7558","Anahin","Moine guerrier"
"7559","Anahin","Hallebardier"
"7560","Anahin","Bourgeois"
"7561","Anahin","Canal"
"7562","Anahin","Caravelle"
"7563","Anahin","Canons de marine"
"7564","Anahin","Commissaire"
"7565","Anahin","Etat major"
"7566","Anahin","Chariot bâché"
"7567","Anahin","Tour de garde"
"7568","Anahin","Chiens de chasse"
"7569","Anahin","Chariot de marchand"
"7570","Anahin","Tortue"
"7571","Anahin","Université"
"7572","Anahin","Herboriste"
"7573","Anahin","Cokerie"
"7574","Anahin","Auberge"
"7575","Anahin","Prisons"
"7576","Anahin","Taverne"
"7577","Anahin","Espion"
"7578","Anahin","Naturaliste"
"7579","Anahin","Cavalerie légère"
"7580","Anahin","Saboteur"
"7581","Anahin","Tailleur de pierre"
"7582","Anahin","Plantation"
"7583","Anahin","Voilerie"
"7584","Anahin","Unité de génie"
"7585","Anahin","Place forte"
"7586","Anahin","Prostituée"
"7587","Anahin","Mine mécanisée"
"7588","Anahin","Général (v)"
"7589","Anahin","Mulets"
"7590","Anahin","Arquebusier"
"7591","Anahin","Centre de dressage"
"7592","Anahin","Franc archer"
"7593","Anahin","Piquier"
"7594","Anahin","Thermes"
"7595","Anahin","Crématorium"
"7596","Anahin","Fou"
"7597","Anahin","Créature volante"
"7598","Anahin","Château"
"7599","Anahin","Dards de l&apos;écrin"
"7600","Anahin","Banque"
"7601","Anahin","Engin embarqué"
"7602","Anahin","Coffres"
"7603","Anahin","Sbire Mahoud"
"7604","Anahin","Garde d&apos;honneur"
"7605","Anahin","Tireur d&apos;élite (v)"
"7606","Anahin","Vagabond (v)"
"7607","Anahin","Troubadours"
"7608","Anahin","Tonneau"
"7609","Anahin","Caravaniers"
"7610","Anahin","Bâtisseur"
"7611","Anahin","Enquêteur (v)"
"7612","Anahin","Marchand"
"7613","Anahin","Tanneur"
"7614","Anahin","Araignées géantes"
"7615","Anahin","Elevage"
"7616","Anahin","Chariot mécanisé"
"7617","Anahin","Serf"
"7618","Anahin","Piquier (v)"
"7619","Anahin","Elémentaliste"
"7620","Anahin","Hallebardier (v)"
"7621","Anahin","Moulin à vent"
"7622","Anahin","Cavalerie lourde agressive"
"7623","Anahin","Chariot de guerre"
"7624","Anahin","Arbalètrier"
"7625","Anahin","Technomancien"
"7626","Anahin","Médecins de combat"
"7627","Anahin","Cavalerie légère agressive"
"7628","Anahin","Franc archer (v)"
"7629","Anahin","Golem"
"7630","Anahin","Hors la loi"
"7631","Anahin","Anobli"
"7632","Anahin","Maître d&apos;armes"
"7633","Anahin","Hobbit"
"7634","Anahin","Archer"
"7635","Anahin","Cavalerie légère (v)"
"7636","Anahin","Engin volant"
"7637","Anahin","Transport de troupe"
"7638","Babotchkine","Assassin (v)"
"7639","Khader","Rafleurs"
"7640","Morjul","Combattants libres (v)"
"7641","Morjul","Combattants libres"
"7642","Gowryn","Découpeur"
"7643","Gowryn","Cavalerie légère"
"7714","Nkogo","N&apos;Kogo peau de shai"
"7739","Tievani","Auberge"
"7753","Anahin","Phalange (v)"
"7754","Lechacal","Le Chacal"
"7757","Anjin","Esclave"
"7758","Anjin","Serf"
"7759","Anjin","Tisserand"
"7760","Guidoni","Paysan"
"7761","Guidoni","Eclaireur"
"7762","Guidoni","Feu de camp"
"7763","Guidoni","Fermier"
"7764","Guidoni","Bucheron"
"7765","Guidoni","Mineur"
"7766","Guidoni","Chasseur"
"7767","Guidoni","Esclave"
"7768","Guidoni","Charbonnier"
"7769","Guidoni","Chef de chantier"
"7770","Guidoni","Champs"
"7771","Guidoni","Ferme"
"7772","Guidoni","Carrière"
"7773","Guidoni","Mine"
"7774","Guidoni","Homme d&apos;arme"
"7775","Guidoni","Tour de guet"
"7776","Guidoni","Scierie"
"7777","Guidoni","Charbonnage"
"7778","Guidoni","Papeterie"
"7779","Guidoni","Pâtures"
"7780","Guidoni","Lancier"
"7781","Guidoni","Pêcheur"
"7782","Guidoni","Ecuries"
"7783","Guidoni","Forgeron"
"7784","Guidoni","Orpailleur"
"7785","Guidoni","Boucherie"
"7786","Guidoni","Camp"
"7787","Guidoni","Echoppe"
"7789","Guidoni","Puits"
"7790","Guidoni","Boquillon"
"7791","Guidoni","Eclaireur monté"
"7792","Guidoni","Phare"
"7793","Guidoni","Grange"
"7794","Guidoni","Forge"
"7795","Guidoni","Duc régnant"
"7796","Guidoni","Garde du corps"
"7797","Guidoni","Comte régnant"
"7798","Guidoni","Chiffonnier"
"7799","Guidoni","Glaneur"
"7800","Guidoni","Marin"
"7801","Guidoni","Moulin"
"7802","Guidoni","Estrade"
"7803","Guidoni","Armurier"
"7804","Guidoni","Constructeur naval"
"7805","Guidoni","Chantier naval"
"7806","Guidoni","Maître forgeron"
"7807","Guidoni","Atelier"
"7808","Guidoni","Grenier"
"7809","Guidoni","Gabare"
"7810","Guidoni","Ingénieur"
"7811","Guidoni","Boulangerie"
"7812","Guidoni","Atelier de tisserand"
"7813","Guidoni","Cantinier"
"7814","Guidoni","Moulin à eau"
"7815","Guidoni","Révolte"
"7816","Guidoni","Port"
"7817","Guidoni","Scène"
"7818","Guidoni","Armurerie"
"7819","Guidoni","Haute Chambre des Numismates"
"7820","Guidoni","Clairière sacrée"
"7821","Guidoni","Source de vie"
"7822","Guidoni","Mine d&apos;argent"
"7823","Guidoni","Bourse"
"7824","Guidoni","Tour d&apos;affût"
"7825","Guidoni","Tannerie"
"7826","Guidoni","Egouts"
"7827","Guidoni","Entrepôt"
"7828","Guidoni","Aqueduc"
"7830","Guidoni","Baraques"
"7831","Guidoni","Remparts"
"7832","Guidoni","Arsenal"
"7833","Guidoni","Route"
"7834","Guidoni","Arène"
"7836","Guidoni","Fonderie"
"7837","Guidoni","Latrines publiques"
"7838","Guidoni","Monastère"
"7839","Guidoni","Comptoir marchand"
"7840","Guidoni","Guilde mercenaire"
"7841","Guidoni","Brasserie"
"7842","Guidoni","Cimetière"
"7843","Guidoni","Tribune"
"7844","Guidoni","Infirmerie"
"7845","Guidoni","Pont"
"7846","Guidoni","Verger"
"7847","Guidoni","Vignoble"
"7848","Guidoni","Forteresse"
"7849","Guidoni","Douves"
"7850","Guidoni","Scierie mécanisée"
"7851","Guidoni","Cathédrale"
"7852","Guidoni","Ecole de magie"
"7853","Guidoni","Murailles"
"7854","Guidoni","Casemates"
"7855","Guidoni","Bourg de corsaires"
"7856","Guidoni","Contre espionnage"
"7857","Guidoni","Garde chasse"
"7858","Guidoni","Repaire de pirates"
"7859","Guidoni","Artilleur"
"7860","Guidoni","Marché aux poissons"
"7861","Guidoni","Marché noir"
"7862","Guidoni","Cimetière marin"
"7863","Guidoni","Elevage d&apos;huîtres"
"7864","Guidoni","Chirurgien"
"7865","Guidoni","Matériel de campagne"
"7866","Guidoni","Théâtre"
"7867","Guidoni","Hôpital"
"7868","Guidoni","Laboratoire"
"7869","Guidoni","Eboueurs"
"7870","Guidoni","Saloir"
"7871","Guidoni","Abattoir"
"7872","Guidoni","Cirque"
"7873","Guidoni","Eclaireur monté (v)"
"7874","Guidoni","Mine de diamants"
"7875","Guidoni","Tisserand"
"7876","Guidoni","Ménestrel"
"7877","Guidoni","Barge"
"7878","Guidoni","Vigneron"
"7879","Guidoni","Corsaire"
"7880","Guidoni","Phalange"
"7881","Guidoni","Mendiant"
"7882","Guidoni","Pirate"
"7883","Guidoni","Mercenaire"
"7884","Guidoni","Créature"
"7885","Guidoni","Marché"
"7886","Guidoni","Sage"
"7887","Guidoni","Prisonniers"
"7888","Guidoni","Kiosque"
"7889","Guidoni","Amirauté"
"7890","Guidoni","Autel"
"7891","Guidoni","Forge mécanisée"
"7892","Guidoni","Carrière mécanisée"
"7893","Guidoni","Pèlerin"
"7894","Guidoni","Manège"
"7895","Guidoni","Sapeur"
"7896","Guidoni","Caserne"
"7897","Guidoni","Guilde mahoud"
"7898","Guidoni","Cercle de pouvoir"
"7899","Guidoni","Bibliothèque"
"7900","Guidoni","Hospice"
"7901","Guidoni","Chapelle"
"7902","Guidoni","Dévot"
"7903","Guidoni","Caveau"
"7904","Guidoni","Cartographe"
"7905","Guidoni","Tisseur"
"7906","Guidoni","Dresseur"
"7907","Guidoni","Barbier"
"7908","Guidoni","Pavois"
"7909","Guidoni","Mahoud Mercenaire"
"7910","Guidoni","Grande halle"
"7911","Guidoni","Séminaire"
"7912","Guidoni","Assemblée"
"7913","Guidoni","Podium"
"7914","Guidoni","Cages à corbeaux"
"7915","Guidoni","Enclos"
"7916","Guidoni","Collège d&apos;artisans"
"7917","Guidoni","Maison bourgeoise"
"7918","Guidoni","Cages"
"7919","Guidoni","Alchimiste"
"7920","Guidoni","Prêtre"
"7921","Guidoni","Académie du dogme"
"7922","Guidoni","Maître-bâtisseur"
"7923","Guidoni","Donjon"
"7924","Guidoni","Temple"
"7925","Guidoni","Capitaine de navire"
"7926","Guidoni","Tambour"
"7927","Guidoni","Enquêteur"
"7928","Guidoni","Chasseur de sorcières"
"7929","Guidoni","Irrigation"
"7930","Guidoni","Geôle"
"7931","Guidoni","Moine guerrier"
"7932","Guidoni","Hallebardier"
"7933","Guidoni","Bourgeois"
"7934","Guidoni","Canal"
"7935","Guidoni","Caravelle"
"7936","Guidoni","Canons de marine"
"7937","Guidoni","Commissaire"
"7938","Guidoni","Etat major"
"7939","Guidoni","Chariot bâché"
"7940","Guidoni","Tour de garde"
"7941","Guidoni","Chiens de chasse"
"7942","Guidoni","Chariot de marchand"
"7943","Guidoni","Tortue"
"7944","Guidoni","Université"
"7945","Guidoni","Herboriste"
"7946","Guidoni","Cokerie"
"7947","Guidoni","Auberge"
"7948","Guidoni","Prisons"
"7949","Guidoni","Taverne"
"7950","Guidoni","Naturaliste"
"7951","Guidoni","Cavalerie légère"
"7952","Guidoni","Saboteur"
"7953","Guidoni","Tailleur de pierre"
"7954","Guidoni","Plantation"
"7955","Guidoni","Voilerie"
"7956","Guidoni","Unité de génie"
"7957","Guidoni","Place forte"
"7958","Guidoni","Prostituée"
"7959","Guidoni","Mine mécanisée"
"7960","Guidoni","Général (v)"
"7961","Guidoni","Mulets"
"7962","Guidoni","Arquebusier"
"7963","Guidoni","Centre de dressage"
"7964","Guidoni","Franc archer"
"7965","Guidoni","Piquier"
"7966","Guidoni","Thermes"
"7967","Guidoni","Crématorium"
"7968","Guidoni","Fou"
"7969","Guidoni","Créature volante"
"7970","Guidoni","Château"
"7971","Guidoni","Dards de l&apos;écrin"
"7972","Guidoni","Banque"
"7973","Guidoni","Dards de l&apos;écrin"
"7974","Guidoni","Engin embarqué"
"7975","Guidoni","Coffres"
"7976","Guidoni","Sbire Mahoud"
"7977","Guidoni","Garde d&apos;honneur"
"7978","Guidoni","Tireur d&apos;élite (v)"
"7979","Guidoni","Ingénieur militaire"
"7981","Guidoni","Souk"
"7982","Guidoni","Enquêteur (v)"
"7983","Guidoni","Serres"
"7984","Guidoni","Trouvère"
"7985","Guidoni","Timonier"
"7986","Guidoni","Elémentaliste"
"7987","Guidoni","Pavois (v)"
"7988","Guidoni","Technomancien"
"7989","Guidoni","Enchanteur"
"7990","Guidoni","Galion"
"7991","Guidoni","Boucanier"
"7992","Calias","Ours brun"
"7994","Anjin","Forgeron"
"7995","Anjin","Scierie"
"7996","Anjin","Moulin"
"7997","Gowryn","Bourgeoise"
"7998","Gowryn","Marché"
"8002","Lechacal","Esclave"
"8003","Gunnar","Drakkar"
"8004","Gunnar","Chef de horde"
"8005","Gunnar","Archer furtif"
"8006","Gunnar","Timonier"
"8007","Wolfen","Chef de horde"
"8008","Bakhtawar","Sbire monté (v)"
"8010","Destin","Archer elfe"
"8011","Serenissime","Amphithéâtre"
"8012","Carderon","Chiffonnier"
"8019","Anui","Mine"
"8023","Lechacal","Phare"
"8024","Gowryn","Tromblonniers Nains (v)"
"8026","Maryl","Affichage public"
"8027","Bakhtawar","Stèle théurgique"
"8028","Morjul","Saloir"
"8029","Morjul","Tannerie"
"8030","Baronne","Boulangerie"
"8036","Bakhtawar","Cavalerie spectrale"
"8037","Gobniu","Mine d&apos;or"
"8039","Gunnar","Auxiliaires Barbares"
"8040","Gunnar","Char de guerre"
"8041","Gobniu","Pavois"
"8042","Brumor","Lancier"
"8043","Murmure","Murmure Le loup"
"8044","Gobniu","Pêcheur"
"8045","Murmure","Autel"
"8046","Sourire","Hors la loi"
"8047","Murmure","Sapeur"
"8048","Murmure","Chiens de guerre"
"8049","Murmure","Auxiliaires Barbares"
"8050","Murmure","Loup-garous"
"8051","Murmure","Archer furtif"
"8052","Murmure","Chamane"
"8053","Vlichtwasser","Amphiptères"
"8054","Anjin","Vagabond"
"8055","Tievani","Garde du corps"
"8056","Wulfram","Mine d&apos;or"
"8057","Calias","Sapeur (v)"
"8059","Bakhtawar","Hermétiste"
"8060","Bakhtawar","Prostituée"
"8061","Tievani","Podium"
"8062","Anjin","Charbonnier"
"8063","Anjin","Phare"
"8064","Anjin","Echoppe"
"8068","Nehbnefer","Combattants embarqués (v)"
"8069","Nehbnefer","Timonier"
"8070","Nehbnefer","Artilleur (v)"
"8072","Lechacal","Chiens errants"
"8073","Edrik","Prospecteur"
"8074","Edrik","Combattants libres"
"8075","Torgiel","Kutzog (v)"
"8076","Edrik","Pâtures"
"8077","Lechacal","Géant"
"8078","Lechacal","Auxiliaires Barbares"
"8079","Lechacal","Homme-bêtes"
"8080","Lechacal","Minautore"
"8081","Lechacal","Ours brun"
"8082","Lechacal","Ours noir"
"8083","Lechacal","Araignées géantes"
"8084","Lechacal","Essaim géant"
"8085","Lechacal","Nuée de corbeaux"
"8086","Lechacal","Yéti"
"8087","Lechacal","Ogre"
"8088","Lechacal","Vouivre"
"8089","Wulfram","Caveau"
"8090","Torgiel","Fossés"
"8091","Bakhtawar","Chameau"
"8092","Bakhtawar","Brouillard de guerre"
"8093","Nkogo","Brouillard de guerre"
"8094","Nkogo","Palissades"
"8095","Nkogo","Plantes carnivores"
"8097","Anahin","Fourbisserie"
"8098","Baronne","Eboueurs"
"8099","Lear","Mendiant"
"8100","Baronne","Temple"
"8101","Corwin","Ruines"
"8102","Zavatta","Vagabond"
"8103","Zavatta","Gueux"
"8104","Zavatta","Pirate (v)"
"8105","Zavatta","Barge"
"8106","Calias","Eclaireur (v)"
"8107","Tievani","Marché noir"
"8108","Murmure","Palissades"
"8110","Plum","Prospecteur"
"8113","Guidoni","Maraîcher"
"8117","Calias","Duc Von Kholf"
"8118","Maryl","Manants"
"8119","Maryl","Amalgame"
"8120","Maryl","Artiste"
"8121","Maryl","Lancier"
"8125","Guidoni","Réserve"
"8126","Anahin","Réserve"
"8127","RebeccaM","Réserve"
"8130","Empire","Fidèle fanatique (v)"
"8131","Empire","Grenadiers (v)"
"8132","Babotchkine","Voleur"
"8133","Empire","Moine guerrier (v)"
"8134","Sourire","Assassin (v)"
"8135","Guidoni","Volière"
"8136","Guidoni","Esmerillon voyageur"
"8137","Wulfram","Voilerie"
"8138","Edrik","Manants"
"8139","Wulfram","Boulangerie"
"8140","Wulfram","Moulin à eau"
"8141","Wulfram","Boulanger"
"8143","Gunnar","Tour de guet"
"8144","Gowryn","Bâtisseur"
"8145","Sasquash","Grenier"
"8146","Sasquash","Waarg"
"8153","Balthazar","Echoueur"
"8157","Maryl","Garde chasse"
"8158","Maryl","Franc archer"
"8159","Vittel","Manants"
"8160","Wulfram","Cercle de pouvoir"
"8161","Maryl","Mine d&apos;argent"
"8162","Wulfram","Estrade"
"8163","Lechacal","Cages"
"8164","Maryl","Naturaliste"
"8165","Wulfram","Tambour"
"8166","Ennemi","Boucherie"
"8167","Ennemi","Champs"
"8168","Ennemi","Pâtures"
"8169","Ennemi","Grange"
"8171","Torgiel","Tanneur"
"8172","Torgiel","Zombie"
"8173","Torgiel","Vagabond"
"8174","Torgiel","Dévot"
"8175","Torgiel","Fabrik Darm"
"8176","Torgiel","Rétiaire"
"8182","Gowryn","Moine guerrier (v)"
"8183","Brumor","Vagabond"
"8187","Anahin","Corporation mercenaire"
"8188","Khader","Kamigo"
"8189","Merewenn","Marché aux poissons"
"8192","Galael","Clairière sacrée"
"8193","Galael","Feu de camp"
"8194","Galael","Garde du corps"
"8195","Galael","Paysan"
"8196","Galael","Source de vie"
"8197","Galael","Comte régnant"
"8198","Galael","Carrière"
"8199","Galael","Autel"
"8200","Galael","Mineur"
"8201","Galael","Glaneur"
"8202","Galael","Homme d&apos;arme"
"8203","Galael","Tour de guet"
"8204","Galael","Orpailleur"
"8205","Galael","Mine"
"8206","Galael","Bucheron"
"8207","Galael","Forgeron"
"8208","Galael","Forge"
"8209","Galael","Echoppe"
"8210","Galael","Sapeur"
"8211","Galael","Charbonnier"
"8212","Galael","Chef de chantier"
"8213","Galael","Scierie"
"8214","Galael","Charbonnage"
"8215","Galael","Eclaireur"
"8216","Galael","Esclave"
"8217","Galael","Mendiant"
"8218","Galael","Chapelle"
"8219","Galael","Armurier"
"8220","Galael","Ménestrel"
"8221","Galael","Fossés"
"8222","Galael","Pavois"
"8223","Galael","Pêcheur"
"8224","Galael","Fermier"
"8225","Galael","Ferme"
"8226","Galael","Serf"
"8227","Galael","Eboueurs"
"8228","Galael","Plantation"
"8229","Galael","Champs"
"8230","Galael","Puits"
"8231","Galael","Grange"
"8232","Galael","Maître forgeron"
"8233","Galael","Prospecteur"
"8234","Galael","Armurerie"
"8235","Galael","Caserne"
"8236","Galael","Archer (v)"
"8237","Galael","Boquillon"
"8238","Galael","Chiffonnier"
"8239","Galael","Tisserand"
"8240","Galael","Homme d&apos;arme (v)"
"8241","Galael","Pâtures"
"8242","Galael","Chasseur"
"8243","Galael","Bâtisseur"
"8244","Galael","Tour d&apos;affût"
"8245","Galael","Boucherie"
"8246","Galael","Garde chasse"
"8247","Galael","Phare"
"8248","Galael","Tortue"
"8249","Galael","Phalange"
"8250","Galael","Irrigation"
"8251","Galael","Moulin"
"8252","Galael","Latrines publiques"
"8253","Galael","Ecuries"
"8254","Galael","Elevage"
"8255","Galael","Combattants libres"
"8256","Galael","Echoueur"
"8257","Galael","Arbalètrier"
"8258","Galael","Baliste"
"8259","Galael","Atelier de tisserand"
"8260","Construct","Vagabond"
"8261","Monstres","Kobolds"
"8262","Empire","Garde côte (v)"
"8263","Carderon","Sépulcre"
"8264","Carderon","Mine d&apos;argent"
"8265","Carderon","Armurerie"
"8266","Bakhtawar","Bagauds (v)"
"8267","Zavatta","Flibot"
"8268","Wolfen","Boucherie"
"8269","Wolfen","Charbonnage"
"8270","Torgiel","Autel sacrificiel"
"8271","Torgiel","Komando Gobelin (v)"
"8272","Wolfen","Brouillard de guerre"
"8276","Torgiel","Braconnier"
"8277","Broock","Bâtiment délabré"
"8278","Broock","Palissades"
"8279","Weisman","Herboriste"
"8280","Weisman","Manants"
"8281","Weisman","Comptoir marchand"
"8282","Weisman","Maître-bâtisseur"
"8283","Calias","Saboteur"
"8284","Calias","Atelier mécanisé"
"8285","Calias","Engin mécanisé"
"8286","Serenissime","Bourgeoise"
"8287","Maryl","Cavalerie légère"
"8288","Maryl","Aire piègée"
"8289","Nkogo","Gnome"
"8290","Bakhtawar","Porteur de crânes"
"8291","Torgiel","Boss orc (v)"
"8292","Serenissime","Mine d&apos;or"
"8293","Sasquash","Gobelins (v)"
"8294","Lechacal","Lancier"
"8295","Lechacal","Eclaireur (v)"
"8296","Lechacal","Bâtiment délabré"
"8298","Torgiel","Gargouilles"
"8299","Torgiel","Brouillard de guerre"
"8300","Balthazar","Grenier"
"8302","Bambourk","Vagabond"
"8304","Bambourk","Moulin"
"8308","Wulfram","Sacs de jute"
"8309","Anahin","Mine d&apos;or"
"8316","Serenissime","Général"
"8318","Darh","Echoppe"
"8320","Serenissime","Crique cachée"
"8321","Baronne","Grenier"
"8322","Plum","Orpailleur"
"8324","Calias","Tonneau"
"8326","Skoorbut","Clairière sacrée"
"8327","Skoorbut","Comte régnant"
"8328","Skoorbut","Feu de camp"
"8329","Skoorbut","Garde du corps"
"8330","Skoorbut","Paysan"
"8331","Skoorbut","Source de vie"
"8333","Skoorbut","Grotte gobeline"
"8334","Skoorbut","Skoorbut Le magnifik"
"8335","Nehbnefer","Chamelier Haradrim (v)"
"8336","Hatchepsout","Hiérophante"
"8339","Bakhtawar","Armes enchantées (v)"
"8340","Guidoni","Golem"
"8341","Guidoni","Hors la loi"
"8346","Babotchkine","Brigands (v)"
"8347","Edrik","Mine"
"8348","Edrik","Forgeron"
"8349","Vlichtwasser","Le reine Siegrid"
"8350","Bakhtawar","Tonneau"
"8351","Shwarzkoff","Serf"
"8352","Shwarzkoff","Prospecteur"
"8354","Anui","Forgeron"
"8355","Calias","Donjon"
"8357","Monstres","Coffre-fort"
"8358","Vittel","Serf"
"8359","Vittel","Braconnier"
"8360","Vlichtwasser","Armes enchantées"
"8361","Vlichtwasser","Pirate (v)"
"8367","Skoorbut","Mineur"
"8368","Skoorbut","Pêcheur"
"8374","Empire","Maître d&apos;armes"
"8385","Wolfen","Maître forgeron"
"8387","Sephar","Hors la loi (v)"
"8388","Construct","Moulin à vent"
"8389","Nkogo","Aire piègée"
"8390","Kharn","Comte régnant"
"8391","Kharn","Garde du corps"
"8392","Mahoud","Village Upinde"
"8393","Mahoud","Temple"
"8394","Mahoud","Ecole de magie"
"8395","Skoorbut","Chasseur"
"8396","Skoorbut","Gueule noire"
"8397","Skoorbut","Mine"
"8398","Murmure","Homme d&apos;arme (v)"
"8399","Murmure","Sapeur (v)"
"8400","Darh","Brouillard de guerre"
"8401","Darh","Hiérophante"
"8402","Khader","Braconnier"
"8403","Baronne","Tisserand"
"8404","Baronne","Braconnier"
"8405","Baronne","Sacs de jute"
"8406","Khader","Sacs de jute"
"8407","Skoorbut","Autel"
"8408","Guidoni","Sacs de jute"
"8409","Skoorbut","Puits"
"8410","Bakhtawar","Bâtiment délabré"
"8411","Bakhtawar","Jardin sanglant"
"8414","Skoorbut","Grotte gobeline"
"8415","Skoorbut","Village des sans crocs"
"8416","Skoorbut","Infanterie gobline"
"8417","Skoorbut","Eboueurs"
"8418","Skoorbut","Gobelins"
"8419","Maryl","Hermétiste"
"8420","Murmure","Archer furtif (v)"
"8422","Skoorbut","Esclave"
"8423","Skoorbut","Cages"
"8424","Guidoni","Corsaire (v)"
"8425","Edrik","Sapeur"
"8426","Edrik","Ecuries"
"8427","Bambourk","Tisserand"
"8428","Mcladdich","Moulin"
"8429","Khader","Vagabond"
"8430","Shwarzkoff","Tonneau"
"8431","Grosbil","Enclos"
"8432","Arenui","Mendiant"
"8433","Lear","Forge"
"8434","Lear","Pâtures"
"8435","Nkogo","Combatants de paille"
"8436","Lear","Fossés"
"8437","Skoorbut","Latrines publiques"
"8438","Galael","Vagabond"
"8440","Lechacal","Tribune"
"8441","Shwarzkoff","Mine"
"8442","Serenissime","Arbalètrier (v)"
"8447","Serenissime","Cavalerie lourde"
"8448","Gobniu","Scierie"
"8449","Brumor","Puits"
"8450","Khader","Tonneau"
"8451","Lechacal","Prisonniers"
"8452","Vlichtwasser","Rafleurs"
"8454","Nehbnefer","Tribunal de justice (v)"
"8455","Gunnar","Combatants de paille"
"8456","Gunnar","Brouillard de guerre"
"8457","Nehbnefer","Remparts"
"8458","Hatchepsout","Mélophores (v)"
"8459","Nehbnefer","Navire Fantôme"
"8460","Nehbnefer","Combattants embarqués"
"8461","Nehbnefer","Marché noir"
"8462","Nehbnefer","Qursan"
"8463","Nehbnefer","Qursan (v)"
"8464","Merewenn","Eboueurs"
"8465","Merewenn","Lancier (v)"
"8466","Serenissime","Garde du corps (v)"
"8467","Merewenn","Ruines"
"8471","Brumor","Braconnier"
"8473","Nehbnefer","Brigantin"
"8474","Nehbnefer","Sacs de jute"
"8475","Nehbnefer","Coffres"
"8476","Nehbnefer","Tonneau"
"8477","Baronne","Vagabond"
"8478","Baronne","Manants"
"8479","Godrick","Orpailleur"
"8480","Nehbnefer","Garde chasse"
"8481","Nehbnefer","Aire piègée"
"8482","Nehbnefer","Nazir (v)"
"8483","Nehbnefer","Brouillard de guerre"
"8484","Kharn","Fermier"
"8485","Kharn","Bucheron"
"8486","Kharn","Orpailleur"
"8489","Hatchepsout","Brouillard de guerre"
"8490","Hatchepsout","Murailles"
"8491","Hatchepsout","Garde chasse"
"8492","Hatchepsout","Aire piègée"
"8493","Nehbnefer","Guilde mercenaire"
"8494","Nehbnefer","Murtazik"
"8495","Nehbnefer","Murtazik (v)"
"8496","Hatchepsout","Bourgeois"
"8497","Hatchepsout","Phare"
"8499","Majid","Manants"
"8500","Majid","Grenier"
"8501","Empire","Chasseur de sorcières (v)"
"8502","Wulfram","Prêtre"
"8503","Wulfram","Manants"
"8504","Empire","Bâtisseur"
"8505","Empire","Ecuyer"
"8508","Wulfram","Grenier"
"8509","Wulfram","Cantinier"
"8510","Wulfram","Conscrits"
"8512","Kharn","Eboueurs"
"8517","Calias","Arbalètrier (v)"
"8524","Calias","Coffre-fort"
"8525","Bakhtawar","Canot"
"8526","Tievani","Atelier de tisserand"
"8527","Tievani","Moulin à vent"
"8528","Gaeghan","Ruines"
"8529","Gaeghan","Bâtiment délabré"
"8530","Gaeghan","Gueux"
"8531","Morjul","Assemblée"
"8532","Calias","Echoueur (v)"
"8533","Sephar","Prostituée"
"8534","Sephar","Brigands (v)"
"8535","Baronne","Pâtures"
"8536","Nehbnefer","Avaleur d&apos;ombres"
"8537","Nehbnefer","Avaleur d&apos;ombres (v)"
"8538","Snerdis","Feu de camp"
"8539","Snerdis","Avant-coureur"
"8540","Snerdis","Paysan"
"8541","Snerdis","Cadarces"
"8542","Snerdis","Chef de chantier"
"8543","Snerdis","Carrière"
"8544","Snerdis","Tour de guet"
"8545","Snerdis","Chasseur"
"8546","Snerdis","Orpailleur"
"8547","Snerdis","Mineur"
"8548","Snerdis","Pêcheur"
"8549","Snerdis","Mine"
"8550","Snerdis","Bucheron"
"8551","Snerdis","Scierie"
"8552","Snerdis","Glaneur"
"8553","Snerdis","Tour d&apos;affût"
"8554","Snerdis","Champs"
"8555","Snerdis","Grange"
"8556","Snerdis","Puits"
"8557","Snerdis","Tumulus"
"8558","Snerdis","Clairière sacrée"
"8559","Snerdis","Source de vie"
"8560","Snerdis","Autel"
"8561","Snerdis","Boucherie"
"8562","Snerdis","Forgeron"
"8563","Snerdis","Forge"
"8564","Snerdis","Souk"
"8565","Snerdis","Charbonnage"
"8566","Snerdis","Papeterie"
"8567","Snerdis","Surta"
"8568","Snerdis","Zombie"
"8569","Snerdis","Fermier"
"8570","Snerdis","Adorateur"
"8571","Snerdis","Irrigation"
"8572","Snerdis","Moulin"
"8573","Snerdis","Mendiant"
"8574","Snerdis","Chapelle"
"8575","Snerdis","Levite"
"8576","Snerdis","Cercle de pouvoir"
"8577","Snerdis","Latrines publiques"
"8578","Snerdis","Sapeur"
"8579","Snerdis","Camp"
"8580","Snerdis","Caveau"
"8581","Snerdis","Atorbanan"
"8582","Snerdis","Vagabond"
"8583","Snerdis","Mégalithe"
"8584","Snerdis","Cages"
"8585","Snerdis","Verger"
"8586","Snerdis","Echoppe"
"8587","Snerdis","Armurier"
"8588","Snerdis","Maître forgeron"
"8589","Snerdis","Créature"
"8590","Snerdis","Bibliothèque"
"8591","Snerdis","Boulangerie"
"8592","Snerdis","Marché"
"8593","Snerdis","Tribune"
"8594","Snerdis","Cantinier"
"8595","Snerdis","Moulin à eau"
"8596","Snerdis","Atelier"
"8597","Snerdis","Atelier de tisserand"
"8598","Snerdis","Infirmerie"
"8599","Snerdis","Grande halle"
"8600","Snerdis","Grenier"
"8601","Snerdis","Sparabara"
"8602","Snerdis","Tour de garde"
"8603","Snerdis","Temple"
"8604","Snerdis","Armurerie"
"8605","Snerdis","Hospice"
"8606","Snerdis","Barbier"
